hcpcs,single_dose,effective_note,source
J2779,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2781,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2783,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2785,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2786,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2792,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2794,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2795,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2796,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2800,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2805,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2820,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2850,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2860,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2916,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J2993,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3010,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3032,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3095,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3101,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3111,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3145,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3241,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3243,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3245,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3262,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3299,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3300,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3304,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3357,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3358,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3380,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3385,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3396,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3410,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3430,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3465,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3471,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3473,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3486,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J3489,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7168,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7169,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7170,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7175,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7177,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7179,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7180,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7181,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7182,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7183,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7185,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7186,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7187,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7188,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7189,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7190,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7193,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7194,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7197,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7198,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7200,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7201,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7202,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7203,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7204,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7205,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7207,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7208,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7209,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7210,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7211,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7212,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7213,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7214,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7312,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7313,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7314,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7315,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7336,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7342,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7351,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7352,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7402,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7504,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7511,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7516,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7519,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J7525,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9015,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9017,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9021,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9022,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9023,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9025,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9027,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9029,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9030,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9032,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9033,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9035,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9037,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9039,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9040,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9041,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9042,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9043,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9046,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9047,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9048,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9049,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9050,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9051,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9055,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9057,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9061,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9063,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9065,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9072,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9118,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9119,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9120,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9130,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9144,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9145,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9150,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9153,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9155,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9173,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9176,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9177,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9178,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9179,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9185,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9201,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9202,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9203,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9204,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9205,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9206,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9207,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9208,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9210,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9217,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9223,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9226,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9227,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9228,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9229,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9246,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9248,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9259,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9261,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9262,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9263,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9264,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9266,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9268,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9269,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9271,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9272,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9273,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9274,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9281,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9286,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9294,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9295,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9296,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9297,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9298,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9299,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9301,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9302,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9303,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9305,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9306,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9307,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9308,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9309,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9311,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9312,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9313,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9314,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9316,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9317,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9318,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9319,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9320,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9321,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9322,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9323,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9325,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9328,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
J9330,True,JZ required (no waste) or JW (waste on 2nd line) for DOS >= 2023-07-01,CMS JW/JZ Policy HCPCS list (updated 2025-06-20)
