year,payer_type,category,doi_region,claim_type,total_spend,member_months,pppy,source_id
2018,Commercial,Medical,East,Inpatient,73794777.58,612550,1445.6572213860093,civhc_coc_fy23_total
2018,Commercial,Medical,East,Professional,79140221.46,612550,1550.3757367072076,civhc_coc_fy23_total
2018,Commercial,Medical,Ft. Collins,Inpatient,91275023.08,1042070,1051.0812872071933,civhc_coc_fy23_total
2018,Commercial,Medical,Ft. Collins,Professional,129057806.17,1042070,1486.1704818678209,civhc_coc_fy23_total
2018,Commercial,Medical,Ft. Collins,Outpatient,168963194.78,1042070,1945.702627808113,civhc_coc_fy23_total
2018,Commercial,Medical,Ft. Collins,DME,1357338.09,1042070,15.630482673908663,civhc_coc_fy23_total
2018,Commercial,Medical,Grand Junction,Professional,43263674.21,380432,1364.6698766665265,civhc_coc_fy23_total
2018,Commercial,Medical,Grand Junction,Outpatient,68457953.74,380432,2159.3752494006812,civhc_coc_fy23_total
2018,Commercial,Medical,Grand Junction,DME,617564.41,380432,19.479888442612612,civhc_coc_fy23_total
2018,Commercial,Medical,Grand Junction,Inpatient,39697750.03,380432,1252.1896169617698,civhc_coc_fy23_total
2018,Commercial,Medical,Greeley,Outpatient,156411696.7,934955,2007.519463931419,civhc_coc_fy23_total
2018,Commercial,Medical,Greeley,Inpatient,91486624.28,934955,1174.2163968961072,civhc_coc_fy23_total
2018,Commercial,Medical,Greeley,DME,1467074.12,934955,18.829664999919785,civhc_coc_fy23_total
2018,Commercial,Medical,Greeley,Professional,125066375.01,934955,1605.2072026140297,civhc_coc_fy23_total
2018,Commercial,Medical,Pueblo,Professional,52986627.89,358870,1771.7823576225373,civhc_coc_fy23_total
2018,Commercial,Medical,Pueblo,Outpatient,62046739.31,358870,2074.7370126229553,civhc_coc_fy23_total
2018,Commercial,Medical,Pueblo,Inpatient,37114126.07,358870,1241.0330003622482,civhc_coc_fy23_total
2018,Commercial,Medical,Pueblo,DME,867616.24,358870,29.011605539610443,civhc_coc_fy23_total
2018,Commercial,Medical,West,Outpatient,296724197.23,1202570,2960.9007099461987,civhc_coc_fy23_total
2018,Commercial,Medical,West,DME,2429777.92,1202570,24.2458526655413,civhc_coc_fy23_total
2018,Commercial,Medical,West,Inpatient,138728968.29,1202570,1384.3249203622242,civhc_coc_fy23_total
2018,Commercial,Medical,West,Professional,190765041.87,1202570,1903.5735985763824,civhc_coc_fy23_total
2018,Commercial,Pharmacy,All,Pharmacy,1647030458.52,15191631,1301.003526365273,civhc_coc_fy23_total
2018,Commercial,Pharmacy,Boulder,Pharmacy,99463189.35,1020551,1169.5233968709058,civhc_coc_fy23_total
2018,Commercial,Pharmacy,Colorado Springs,Pharmacy,173432463.56,1405470,1480.7783607761105,civhc_coc_fy23_total
2018,Commercial,Pharmacy,Denver,Pharmacy,937041386.42,9000771,1249.281493445395,civhc_coc_fy23_total
2018,Commercial,Pharmacy,East,Pharmacy,77685733.58,525683,1773.36684458124,civhc_coc_fy23_total
2018,Commercial,Pharmacy,Ft. Collins,Pharmacy,89762771.63,845383,1274.1600665733754,civhc_coc_fy23_total
2018,Commercial,Pharmacy,Grand Junction,Pharmacy,31013006.34,316562,1175.6182867179257,civhc_coc_fy23_total
2018,Commercial,Pharmacy,Greeley,Pharmacy,92754686.74,800966,1389.6423080130742,civhc_coc_fy23_total
2018,Commercial,Pharmacy,Pueblo,Pharmacy,43513234.45,336302,1552.648552194159,civhc_coc_fy23_total
2018,Commercial,Pharmacy,West,Pharmacy,102363986.45,946273,1298.1114724820427,civhc_coc_fy23_total
2018,Medicaid,Medical,All,Inpatient,1285673186.04334,15962571,966.5158721937763,civhc_coc_fy23_total
2018,Medicaid,Medical,All,DME,55136340.0278148,15962571,41.44921769392772,civhc_coc_fy23_total
2018,Medicaid,Medical,All,Professional,1450040647.33,15962571,1090.0805244944563,civhc_coc_fy23_total
2018,Medicaid,Medical,All,Outpatient,1434968051.44288,15962571,1078.7495709378245,civhc_coc_fy23_total
2018,Medicaid,Medical,All,Long Term Care,1851777523.88432,15962571,1392.089675692709,civhc_coc_fy23_total
2018,Medicaid,Medical,Boulder,Professional,48339306.06,604603,959.4257268323181,civhc_coc_fy23_total
2018,Medicaid,Medical,Boulder,Long Term Care,91089660.25,604603,1807.923419169273,civhc_coc_fy23_total
2018,Medicaid,Medical,Boulder,Inpatient,39874970.0668219,604603,791.4278308276055,civhc_coc_fy23_total
2018,Medicaid,Medical,Boulder,DME,1571400.97156032,604603,31.18874973945521,civhc_coc_fy23_total
2018,Medicaid,Medical,Boulder,Outpatient,43706779.6993654,604603,867.4805721975987,civhc_coc_fy23_total
2018,Medicaid,Medical,Colorado Springs,DME,8277619.15364674,2438850,40.728798345023634,civhc_coc_fy23_total
2018,Medicaid,Medical,Colorado Springs,Professional,234522010.09,2438850,1153.9307956946923,civhc_coc_fy23_total
2018,Medicaid,Medical,Colorado Springs,Outpatient,182868772.240124,2438850,899.7786935980023,civhc_coc_fy23_total
2018,Medicaid,Medical,Colorado Springs,Long Term Care,269860784.778398,2438850,1327.8099995246841,civhc_coc_fy23_total
2018,Medicaid,Medical,Colorado Springs,Inpatient,142822431.577383,2438850,702.73660902827,civhc_coc_fy23_total
2018,Medicaid,Medical,Denver,Professional,692365974.39,7580001,1096.0937462514846,civhc_coc_fy23_total
2018,Medicaid,Medical,Denver,Outpatient,663415572.695184,7580001,1050.2619818047792,civhc_coc_fy23_total
2018,Medicaid,Medical,Denver,Long Term Care,834627291.841842,7580001,1321.309522532003,civhc_coc_fy23_total
2018,Medicaid,Medical,Denver,Inpatient,643857138.641389,7580001,1019.2987657517021,civhc_coc_fy23_total
2018,Medicaid,Medical,Denver,DME,24507687.5720055,7580001,38.79844486353841,civhc_coc_fy23_total
2018,Medicaid,Medical,East,Long Term Care,146159787.152489,1113854,1574.6385485259898,civhc_coc_fy23_total
2018,Medicaid,Medical,East,Professional,90975368.76,1113854,980.1144720223656,civhc_coc_fy23_total
2018,Medicaid,Medical,East,Inpatient,101916135.001393,1113854,1097.9837752674193,civhc_coc_fy23_total
2018,Medicaid,Medical,East,DME,4919650.1894943,1113854,53.0013828328772,civhc_coc_fy23_total
2018,Medicaid,Medical,East,Outpatient,138740538.506073,1113854,1494.7079797467854,civhc_coc_fy23_total
2018,Medicaid,Medical,Ft. Collins,Professional,78510089.5,778796,1209.7148341799393,civhc_coc_fy23_total
2018,Medicaid,Medical,Ft. Collins,DME,2576584.05994517,778796,39.70103688172774,civhc_coc_fy23_total
2018,Medicaid,Medical,Ft. Collins,Inpatient,67363137.5453342,778796,1037.9581437809265,civhc_coc_fy23_total
2018,Medicaid,Medical,Ft. Collins,Long Term Care,89938050.7906066,778796,1385.8014287275219,civhc_coc_fy23_total
2018,Medicaid,Medical,Ft. Collins,Outpatient,71440877.4288149,778796,1100.7895895019733,civhc_coc_fy23_total
2018,Medicaid,Medical,Grand Junction,Long Term Care,93439338.2686808,562021,1995.071463920689,civhc_coc_fy23_total
2018,Medicaid,Medical,Grand Junction,Inpatient,37966548.9675113,562021,810.6433524906287,civhc_coc_fy23_total
2018,Medicaid,Medical,Grand Junction,Professional,49305285.01,562021,1052.7425489794864,civhc_coc_fy23_total
2018,Medicaid,Medical,Grand Junction,Outpatient,44641877.4608761,562021,953.1717311817765,civhc_coc_fy23_total
2018,Medicaid,Medical,Grand Junction,DME,2176396.58,562021,46.46936495255515,civhc_coc_fy23_total
2018,Medicaid,Medical,Greeley,Professional,81774535.94,963247,1018.7360368420561,civhc_coc_fy23_total
2018,Medicaid,Medical,Greeley,DME,3546808.25,963247,44.185654354490595,civhc_coc_fy23_total
2018,Medicaid,Medical,Greeley,Inpatient,70586982.1546263,963247,879.3630147361118,civhc_coc_fy23_total
2018,Medicaid,Medical,Greeley,Outpatient,88653407.899352,963247,1104.4320872966373,civhc_coc_fy23_total
2018,Medicaid,Medical,Greeley,Long Term Care,83866902.3274078,963247,1044.8024524643147,civhc_coc_fy23_total
2018,Medicaid,Medical,Pueblo,Inpatient,76642711.6749888,854993,1075.695988271092,civhc_coc_fy23_total
2018,Medicaid,Medical,Pueblo,Long Term Care,137691349.800803,854993,1932.5259944930965,civhc_coc_fy23_total
2018,Medicaid,Medical,Pueblo,Professional,89805729.44,854993,1260.4416097909573,civhc_coc_fy23_total
2018,Medicaid,Medical,Pueblo,Outpatient,69360794.9328245,854993,973.4928112790328,civhc_coc_fy23_total
2018,Medicaid,Medical,Pueblo,DME,3634143.8,854993,51.005944610072824,civhc_coc_fy23_total
2018,Medicaid,Medical,West,DME,3926049.45116276,1195717,39.40112368892733,civhc_coc_fy23_total
2018,Medicaid,Medical,West,Professional,84442348.14,1195717,847.4481651427554,civhc_coc_fy23_total
2018,Medicaid,Medical,West,Long Term Care,105104358.6741,1195717,1054.8083736278734,civhc_coc_fy23_total
2018,Medicaid,Medical,West,Outpatient,132139430.580268,1195717,1326.1274757850026,civhc_coc_fy23_total
2018,Medicaid,Medical,West,Inpatient,104643130.413893,1195717,1050.1795700543826,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,All,Pharmacy,1126179163.82,14766457,915.192450419217,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,Boulder,Pharmacy,42421260.01,534357,952.6498579039855,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,Colorado Springs,Pharmacy,157916310.53,2197461,862.3569320957233,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,Denver,Pharmacy,495588385.54,7124251,834.7629282685297,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,East,Pharmacy,77508922.73,964127,964.7142676846515,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,Ft. Collins,Pharmacy,59956948.93,720868,998.0792421913582,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,Grand Junction,Pharmacy,67271266.77,529613,1524.2360010800337,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,Greeley,Pharmacy,66792696.68,881527,909.2317764061679,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,Pueblo,Pharmacy,73023985.62,749855,1168.609701128885,civhc_coc_fy23_total
2018,Medicaid,Pharmacy,West,Pharmacy,85699387.01,1102291,932.9593039587551,civhc_coc_fy23_total
2018,Medicare,Medical,All,Professional,1759716324.85,6561020,3218.4928407778057,civhc_coc_fy23_total
2018,Medicare,Medical,All,Outpatient,1712070725.35,6561020,3131.349806005773,civhc_coc_fy23_total
2018,Medicare,Medical,All,DME,46998522.91,6561020,85.9595421016854,civhc_coc_fy23_total
2018,Medicare,Medical,All,Inpatient,1684726779.91,6561020,3081.3381698150597,civhc_coc_fy23_total
2018,Medicare,Medical,Boulder,DME,1925103.74,348354,66.31542878795707,civhc_coc_fy23_total
2018,Medicare,Medical,Boulder,Professional,107918444.71,348354,3717.544040028247,civhc_coc_fy23_total
2018,Medicare,Medical,Boulder,Outpatient,79548911.06,348354,2740.2783740677587,civhc_coc_fy23_total
2018,Medicare,Medical,Boulder,Inpatient,75097219.4,348354,2586.927759692727,civhc_coc_fy23_total
2018,Medicare,Medical,Colorado Springs,DME,6148925.84,898258,82.1446734457138,civhc_coc_fy23_total
2018,Medicare,Medical,Colorado Springs,Inpatient,210308017.97,898258,2809.5449365772415,civhc_coc_fy23_total
2018,Medicare,Medical,Colorado Springs,Outpatient,205132420.62,898258,2740.403144130083,civhc_coc_fy23_total
2018,Medicare,Medical,Colorado Springs,Professional,267611295.82,898258,3575.0703582267006,civhc_coc_fy23_total
2018,Medicare,Medical,Denver,Outpatient,619074248.93,2498356,2973.511776208034,civhc_coc_fy23_total
2018,Medicare,Medical,Denver,Inpatient,666207125.51,2498356,3199.8984556724504,civhc_coc_fy23_total
2018,Medicare,Medical,Denver,DME,16870827.85,2498356,81.03326115253391,civhc_coc_fy23_total
2018,Medicare,Medical,Denver,Professional,730690506.47,2498356,3509.622358719094,civhc_coc_fy23_total
2018,Medicare,Medical,East,Professional,133903093.57,621495,2585.4385358530635,civhc_coc_fy23_total
2018,Medicare,Medical,East,Outpatient,205946279.27,621495,3976.468597880916,civhc_coc_fy23_total
2018,Medicare,Medical,East,Inpatient,189746855.62,621495,3663.685576617672,civhc_coc_fy23_total
2018,Medicare,Medical,East,DME,6195477.29,621495,119.62401544662468,civhc_coc_fy23_total
2018,Medicare,Medical,Ft. Collins,Inpatient,108958244.9,482963,2707.2445276346225,civhc_coc_fy23_total
2018,Medicare,Medical,Ft. Collins,Professional,127052255.22,482963,3156.8195962009513,civhc_coc_fy23_total
2018,Medicare,Medical,Ft. Collins,Outpatient,133922227.97,482963,3327.5152250586484,civhc_coc_fy23_total
2018,Medicare,Medical,Ft. Collins,DME,2942030.27,482963,73.09951950770557,civhc_coc_fy23_total
2018,Medicare,Medical,Grand Junction,Inpatient,66613961.35,271386,2945.500269726515,civhc_coc_fy23_total
2018,Medicare,Medical,Grand Junction,Professional,50121018.09,271386,2216.224186509253,civhc_coc_fy23_total
2018,Medicare,Medical,Grand Junction,Outpatient,60540171.57,271386,2676.9327041188567,civhc_coc_fy23_total
2018,Medicare,Medical,Grand Junction,DME,1284703.79,271386,56.806340341800976,civhc_coc_fy23_total
2018,Medicare,Medical,Greeley,DME,2367285.96,365154,77.79575609195025,civhc_coc_fy23_total
2018,Medicare,Medical,Greeley,Inpatient,99852855.8,365154,3281.4491135247044,civhc_coc_fy23_total
2018,Medicare,Medical,Greeley,Professional,96736354.47,365154,3179.032007427003,civhc_coc_fy23_total
2018,Medicare,Medical,Greeley,Outpatient,101742243.09,365154,3343.5397587867037,civhc_coc_fy23_total
2018,Medicare,Medical,Pueblo,Professional,84651497.37,280978,3615.293611741845,civhc_coc_fy23_total
2018,Medicare,Medical,Pueblo,Outpatient,74368366.45,280978,3176.121964708981,civhc_coc_fy23_total
2018,Medicare,Medical,Pueblo,Inpatient,78721400.34,280978,3362.031205574814,civhc_coc_fy23_total
2018,Medicare,Medical,Pueblo,DME,2325659.06,280978,99.32417740890746,civhc_coc_fy23_total
2018,Medicare,Medical,West,Professional,161031859.13,794388,2432.542170274475,civhc_coc_fy23_total
2018,Medicare,Medical,West,Outpatient,231795856.39,794388,3501.5008744845086,civhc_coc_fy23_total
2018,Medicare,Medical,West,Inpatient,189221099.02,794388,2858.3679363736615,civhc_coc_fy23_total
2018,Medicare,Medical,West,DME,6938509.11,794388,104.81289913744922,civhc_coc_fy23_total
2018,Medicare,Pharmacy,All,Pharmacy,895609208.84,3797619,2830.012833325302,civhc_coc_fy23_total
2018,Medicare,Pharmacy,Boulder,Pharmacy,52068393.65,218344,2861.6345024365223,civhc_coc_fy23_total
2018,Medicare,Pharmacy,Colorado Springs,Pharmacy,99243625.75,407041,2925.807250375269,civhc_coc_fy23_total
2018,Medicare,Pharmacy,Denver,Pharmacy,359817928.29,1375506,3139.0740131122657,civhc_coc_fy23_total
2018,Medicare,Pharmacy,East,Pharmacy,87289290.64,418367,2503.71441265683,civhc_coc_fy23_total
2018,Medicare,Pharmacy,Ft. Collins,Pharmacy,74185615.16,312005,2853.247165654396,civhc_coc_fy23_total
2018,Medicare,Pharmacy,Grand Junction,Pharmacy,28831442.91,154756,2235.631025097573,civhc_coc_fy23_total
2018,Medicare,Pharmacy,Greeley,Pharmacy,57038473.0,234418,2919.8341253657995,civhc_coc_fy23_total
2018,Medicare,Pharmacy,Pueblo,Pharmacy,47213809.57,177976,3183.3826742931633,civhc_coc_fy23_total
2018,Medicare,Pharmacy,West,Pharmacy,89920629.87,499391,2160.726882222547,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,All,Professional,1198063059.44,3796212,3787.132202648324,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,All,Outpatient,678932185.902992,3796212,2146.135735000022,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,All,Long Term Care,46408.12,3796212,0.14669819283011593,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,All,Inpatient,800062979.110796,3796212,2529.0357201677757,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,All,DME,32780512.64,3796212,103.6207018153886,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Boulder,Outpatient,30643449.41,207257,1774.2290630473278,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Boulder,DME,1237615.42,207257,71.65685617373599,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Boulder,Inpatient,36816716.25,207257,2131.655842745963,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Boulder,Professional,64392144.29,207257,3728.24913744771,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Colorado Springs,Professional,111296949.01,415082,3217.5892669882096,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Colorado Springs,Outpatient,50322228.9031796,415082,1454.813137737014,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Colorado Springs,Long Term Care,14480.2,415082,0.4186218626680993,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Colorado Springs,Inpatient,59409396.5127659,415082,1717.5227019075528,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Colorado Springs,DME,2933297.9,415082,84.80149657176173,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Denver,Inpatient,517144488.15803,2278558,2723.5356123900992,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Denver,Long Term Care,2853.47,2278558,0.015027767561764941,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Denver,Outpatient,400499019.801396,2278558,2109.2235692998606,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Denver,Professional,772779668.55,2278558,4069.835405813677,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Denver,DME,18308009.93,2278558,96.41892774289704,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,East,Professional,31256821.26,114009,3289.931980106834,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,East,Outpatient,33693003.5223646,114009,3546.3519745667027,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,East,Long Term Care,20074.15,114009,2.1129016130305502,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,East,Inpatient,30805345.75,114009,3242.4119937899636,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,East,DME,1524491.97,114009,160.4601710391285,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Ft. Collins,Inpatient,42969581.25,208642,2471.3862740962986,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Ft. Collins,DME,1031476.77,208642,59.32516578637091,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Ft. Collins,Outpatient,48709944.257705,208642,2801.54202458019,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Ft. Collins,Professional,47555738.52,208642,2735.158128468861,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Grand Junction,DME,2539627.05,109863,277.3957073810109,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Grand Junction,Professional,39617140.91,109863,4327.259322246799,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Grand Junction,Outpatient,16864063.2829002,109863,1842.0101343928563,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Grand Junction,Inpatient,16649089.57,109863,1818.52921220065,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Greeley,Outpatient,43919036.66,197453,2669.1336162023363,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Greeley,Professional,53756567.37,197453,3266.999278005399,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Greeley,Inpatient,44013602.91,197453,2674.880781350498,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Greeley,DME,1468042.14,197453,89.21872891270327,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Pueblo,Inpatient,35946575.91,160079,2694.6627035401266,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Pueblo,DME,1554169.84,160079,116.50521355080929,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Pueblo,Long Term Care,9000.3,160079,0.6746893721225145,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Pueblo,Outpatient,31814699.8757535,160079,2384.924933995352,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,Pueblo,Professional,43773619.17,160079,3281.4012458848447,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,West,DME,2183781.62,107142,244.585498123985,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,West,Professional,33634410.36,107142,3767.084096992776,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,West,Outpatient,22466740.1896921,107142,2516.295031605768,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,West,Long Term Care,0.0,107142,0.0,civhc_coc_fy23_total
2018,Medicare Advantage,Medical,West,Inpatient,16308182.8,107142,1826.5310858486869,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,All,Pharmacy,795770976.21,3692603,2586.0488426511056,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,Boulder,Pharmacy,36588456.58,201962,2173.980644675731,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,Colorado Springs,Pharmacy,101579554.35,398877,3055.9662557630545,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,Denver,Pharmacy,476853254.4,2222806,2574.3312969282965,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,East,Pharmacy,25450265.6,110663,2759.7587920081687,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,Ft. Collins,Pharmacy,39535783.16,201440,2355.1896243050037,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,Grand Junction,Pharmacy,9599803.13,107813,1068.4948713049448,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,Greeley,Pharmacy,45562588.16,193440,2826.4632853598014,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,Pueblo,Pharmacy,46683678.41,156911,3570.2031146318614,civhc_coc_fy23_total
2018,Medicare Advantage,Pharmacy,West,Pharmacy,13917592.42,100493,1661.9178354711275,civhc_coc_fy23_total
2019,All,Medical,All,DME,167058538.972679,40990532,48.90647595576823,civhc_coc_fy23_total
2019,All,Medical,All,Professional,7463881473.0,40990532,2185.05526290803,civhc_coc_fy23_total
2019,All,Medical,All,Outpatient,6575089228.90487,40990532,1924.8608616950482,civhc_coc_fy23_total
2019,All,Medical,All,Long Term Care,2199947293.92689,40990532,644.0357379875596,civhc_coc_fy23_total
2019,All,Medical,All,Inpatient,5364396379.77942,40990532,1570.4298875006803,civhc_coc_fy23_total
2019,All,Medical,Boulder,Professional,401734491.32,2165905,2225.7734738319546,civhc_coc_fy23_total
2019,All,Medical,Boulder,Outpatient,280163365.312751,2165905,1552.2196881917775,civhc_coc_fy23_total
2019,All,Medical,Boulder,Long Term Care,90181339.65,2165905,499.6415243512527,civhc_coc_fy23_total
2019,All,Medical,Boulder,Inpatient,228980405.937321,2165905,1268.6451489090482,civhc_coc_fy23_total
2019,All,Medical,Boulder,DME,6532802.67,2165905,36.19440004986368,civhc_coc_fy23_total
2019,All,Medical,Colorado Springs,Professional,911318464.7,4961425,2204.1694828401114,civhc_coc_fy23_total
2019,All,Medical,Colorado Springs,Outpatient,716792904.813327,4961425,1733.6782996336585,civhc_coc_fy23_total
2019,All,Medical,Colorado Springs,DME,19870018.78,4961425,48.05881885950106,civhc_coc_fy23_total
2019,All,Medical,Colorado Springs,Inpatient,582783234.84652,4961425,1409.5544764172066,civhc_coc_fy23_total
2019,All,Medical,Colorado Springs,Long Term Care,321937512.353689,4961425,778.6573712681877,civhc_coc_fy23_total
2019,All,Medical,Denver,Professional,3999646220.86,20987379,2286.886545019271,civhc_coc_fy23_total
2019,All,Medical,Denver,Outpatient,2984698658.42558,20987379,1706.567737739284,civhc_coc_fy23_total
2019,All,Medical,Denver,Long Term Care,1060942767.42611,20987379,606.6175871276408,civhc_coc_fy23_total
2019,All,Medical,Denver,Inpatient,2674402939.69791,20987379,1529.1492699671987,civhc_coc_fy23_total
2019,All,Medical,Denver,DME,75516028.8613875,20987379,43.177966450057916,civhc_coc_fy23_total
2019,All,Medical,East,Professional,351185705.13,2313863,1821.2955829969187,civhc_coc_fy23_total
2019,All,Medical,East,Long Term Care,170182509.600871,2313863,882.5890362612013,civhc_coc_fy23_total
2019,All,Medical,East,Inpatient,396694294.065475,2313863,2057.309153042207,civhc_coc_fy23_total
2019,All,Medical,East,DME,16511476.1027104,2313863,85.63070209105933,civhc_coc_fy23_total
2019,All,Medical,East,Outpatient,541668311.119175,2313863,2809.163607970783,civhc_coc_fy23_total
2019,All,Medical,Ft. Collins,Outpatient,444790209.94061,2438668,2188.6876439463344,civhc_coc_fy23_total
2019,All,Medical,Ft. Collins,Long Term Care,103598910.025542,2438668,509.78112654387724,civhc_coc_fy23_total
2019,All,Medical,Ft. Collins,Inpatient,317644937.539014,2438668,1563.0414843136368,civhc_coc_fy23_total
2019,All,Medical,Ft. Collins,DME,7879850.49,2438668,38.77453014514481,civhc_coc_fy23_total
2019,All,Medical,Ft. Collins,Professional,410748601.18,2438668,2021.178452401065,civhc_coc_fy23_total
2019,All,Medical,Grand Junction,Outpatient,214918183.01986,1248107,2066.3438280839064,civhc_coc_fy23_total
2019,All,Medical,Grand Junction,Long Term Care,104260886.67631,1248107,1002.4225808490138,civhc_coc_fy23_total
2019,All,Medical,Grand Junction,Inpatient,177602366.842778,1248107,1707.568663674938,civhc_coc_fy23_total
2019,All,Medical,Grand Junction,DME,5949952.38,1248107,57.206175880753804,civhc_coc_fy23_total
2019,All,Medical,Grand Junction,Professional,196276664.7,1248107,1887.1138262985464,civhc_coc_fy23_total
2019,All,Medical,Greeley,Long Term Care,98622102.83,2389953,495.1834759763058,civhc_coc_fy23_total
2019,All,Medical,Greeley,Professional,389406141.67,2389953,1955.2157302005521,civhc_coc_fy23_total
2019,All,Medical,Greeley,Outpatient,403202345.968534,2389953,2024.4867374473088,civhc_coc_fy23_total
2019,All,Medical,Greeley,Inpatient,300674301.964822,2389953,1509.6914556804522,civhc_coc_fy23_total
2019,All,Medical,Greeley,DME,8955042.68,2389953,44.9634416074291,civhc_coc_fy23_total
2019,All,Medical,Pueblo,DME,8462114.8,1539694,65.95166156392115,civhc_coc_fy23_total
2019,All,Medical,Pueblo,Inpatient,221380717.698109,1539694,1725.3873902069554,civhc_coc_fy23_total
2019,All,Medical,Pueblo,Long Term Care,132440043.08,1539694,1032.205436249021,civhc_coc_fy23_total
2019,All,Medical,Pueblo,Outpatient,233462464.886683,1539694,1819.5495849436288,civhc_coc_fy23_total
2019,All,Medical,Pueblo,Professional,294394980.57,1539694,2294.4427703426786,civhc_coc_fy23_total
2019,All,Medical,West,Professional,509170202.87,3163699,1931.2970148045058,civhc_coc_fy23_total
2019,All,Medical,West,Outpatient,755392785.418351,3163699,2865.2262509866496,civhc_coc_fy23_total
2019,All,Medical,West,Inpatient,464233181.187463,3163699,1760.849617567776,civhc_coc_fy23_total
2019,All,Medical,West,DME,17381252.2085816,3163699,65.92758239737068,civhc_coc_fy23_total
2019,All,Medical,West,Long Term Care,117781222.28437,3163699,446.74751530168965,civhc_coc_fy23_total
2019,All,Pharmacy,All,Pharmacy,4765660808.77,36455417,1568.7086971255878,civhc_coc_fy23_total
2019,All,Pharmacy,Boulder,Pharmacy,241459326.8,1922622,1507.0627099866745,civhc_coc_fy23_total
2019,All,Pharmacy,Colorado Springs,Pharmacy,558727486.89,4243801,1579.8878982968333,civhc_coc_fy23_total
2019,All,Pharmacy,Denver,Pharmacy,2430568362.58,19217641,1517.7107508127558,civhc_coc_fy23_total
2019,All,Pharmacy,East,Pharmacy,276714563.8,1964721,1690.0998999857995,civhc_coc_fy23_total
2019,All,Pharmacy,Ft. Collins,Pharmacy,277953545.93,2069255,1611.9050340146575,civhc_coc_fy23_total
2019,All,Pharmacy,Grand Junction,Pharmacy,154226224.18,1062698,1741.5245819226157,civhc_coc_fy23_total
