organization_name,claim_type,year,county,urban_rural,doi_region,cah_flag,amb_flag,hospital_pct_medicare,claims,urf_pct_medicare,payer_min,payer_median,payer_max,source_id
AdventHealth Castle Rock,Inpatient,2023,Douglas,Urban,Denver,0,0,1.594,627,1.941,1.886,1.9517,0.0317,civhc_rbp_fy26
AdventHealth Castle Rock,Inpatient/Outpatient Combined,2023,Douglas,Urban,Denver,0,0,2.1193,9958,2.1927,2.2619,2.3251,0.0975,civhc_rbp_fy26
AdventHealth Littleton,Inpatient/Outpatient Combined,2021,Arapahoe,Urban,Denver,0,0,2.2794,9418,2.1842,2.7136,2.2969,0.2086,civhc_rbp_fy26
AdventHealth Parker,Inpatient,2021,Douglas,Urban,Denver,0,0,2.0143,932,1.8993,1.8516,1.9401,0.8708,civhc_rbp_fy26
AdventHealth Parker,Inpatient,2022,Douglas,Urban,Denver,0,0,2.0912,997,2.0119,1.8649,1.99,0.0019,civhc_rbp_fy26
AdventHealth Parker,Inpatient/Outpatient Combined,2022,Douglas,Urban,Denver,0,0,2.4356,14332,2.284,2.2702,2.3666,0.2938,civhc_rbp_fy26
AdventHealth Parker,Outpatient,2023,Douglas,Urban,Denver,0,0,2.877,10945,2.2485,2.2354,2.4647,0.1357,civhc_rbp_fy26
Animas Surgical Hospital,Inpatient/Outpatient Combined,2024,La Plata,Rural,West,0,0,2.2057,1719,2.5642,2.5484,2.4831,1.0287,civhc_rbp_fy26
Animas Surgical Hospital,Outpatient,2022,La Plata,Rural,West,0,0,2.6977,1444,2.8235,3.2928,2.7132,0.285,civhc_rbp_fy26
Banner Fort Collins Medical Center,Inpatient/Outpatient Combined,2022,Larimer,Urban,Ft. Collins,0,0,1.7318,3582,2.8913,2.8913,2.3666,0.0078,civhc_rbp_fy26
Banner McKee Medical Center,Inpatient,2023,Larimer,Urban,Ft. Collins,0,0,2.068,106,2.0765,2.0765,1.9517,0.0007,civhc_rbp_fy26
Black Canyon Surgical Center,Outpatient,2024,Montrose,Rural,West,0,1,1.6002,650,3.0338,4.187,2.891,0.0008,civhc_rbp_fy26
Boulder Community Health,Inpatient,2024,Boulder,Urban,Boulder,0,0,1.8558,831,1.7934,1.7934,1.9367,1.6177,civhc_rbp_fy26
Boulder Community Health,Outpatient,2022,Boulder,Urban,Boulder,0,0,2.2336,24622,2.169,2.169,2.528,0.0536,civhc_rbp_fy26
Boulder Community Health,Outpatient,2024,Boulder,Urban,Boulder,0,0,2.3878,22547,2.2621,2.2621,2.524,1.1814,civhc_rbp_fy26
Colorado Urologic Surgery Center - Lone Tree,Outpatient,2024,Douglas,Urban,Denver,0,1,1.9273,737,2.4045,2.3549,2.524,0.6518,civhc_rbp_fy26
Colorado Urologic Surgery Center - Superior,Outpatient,2023,Boulder,Urban,Boulder,0,1,1.789,759,2.2475,2.2475,2.4647,0.0202,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient,2021,El Paso,Urban,Colorado Springs,0,0,2.0233,2072,1.947,1.9486,1.9401,0.1595,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient,2022,El Paso,Urban,Colorado Springs,0,0,1.9596,1936,1.947,1.948,1.99,0.0007,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient,2024,El Paso,Urban,Colorado Springs,0,0,1.9437,1335,1.8668,1.8666,1.9367,0.8964,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Inpatient/Outpatient Combined,2021,El Paso,Urban,Colorado Springs,0,0,2.307,18696,2.3855,2.3882,2.2969,0.1453,civhc_rbp_fy26
CommonSpirit - Penrose Hospital,Outpatient,2022,El Paso,Urban,Colorado Springs,0,0,2.7493,16006,2.6399,2.6428,2.528,0.0455,civhc_rbp_fy26
CommonSpirit Longmont United Hospital,Inpatient/Outpatient Combined,2023,Boulder,Urban,Boulder,0,0,2.1984,2793,2.0361,2.0361,2.3251,0.0137,civhc_rbp_fy26
CommonSpirit Mercy Hospital,Inpatient,2022,La Plata,Rural,West,0,0,1.7484,407,1.6768,1.7676,1.6034,0.0003,civhc_rbp_fy26
CommonSpirit St. Anthony Hospital,Inpatient/Outpatient Combined,2022,Jefferson,Urban,Denver,0,0,2.4457,13114,2.284,2.4506,2.3666,0.0485,civhc_rbp_fy26
CommonSpirit St. Anthony North Hospital,Inpatient/Outpatient Combined,2023,Broomfield,Urban,Denver,0,0,2.499,11416,2.1927,2.499,2.3251,0.0715,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Inpatient,2021,Summit,Rural,West,0,0,2.0888,197,1.5537,2.0888,1.5263,0.5701,civhc_rbp_fy26
CommonSpirit St. Anthony Summit Medical Center,Inpatient,2022,Summit,Rural,West,0,0,1.8135,204,1.6768,1.8135,1.6034,0.5943,civhc_rbp_fy26
CommonSpirit St. Elizabeth Hospital,Inpatient,2021,Morgan,Rural,East,0,0,1.6792,44,1.3842,1.4155,1.5263,0.8874,civhc_rbp_fy26
CommonSpirit St. Francis Hospital,Outpatient,2024,El Paso,Urban,Colorado Springs,0,0,3.0126,404,2.5757,2.5887,2.524,3.0072,civhc_rbp_fy26
CommonSpirit St. Francis Hospital - Interquest,Inpatient/Outpatient Combined,2023,El Paso,Urban,Colorado Springs,0,0,5.6224,161,2.389,2.3967,2.3251,0.0046,civhc_rbp_fy26
CommonSpirit St. Mary-Corwin Hospital,Inpatient,2023,Pueblo,Urban,Pueblo,0,0,1.8113,76,1.8114,1.8114,1.9517,0.9497,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Inpatient,2021,Fremont,Rural,East,0,0,2.3147,49,1.3842,2.3147,1.5263,0.002,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Inpatient/Outpatient Combined,2022,Fremont,Rural,East,1,0,5.1498,4125,2.1472,5.1922,2.3417,0.0062,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Inpatient/Outpatient Combined,2023,Fremont,Rural,East,0,0,1.0123,44,2.1433,5.1927,2.4878,0.0204,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Inpatient/Outpatient Combined,2024,Fremont,Rural,East,0,0,5.193,1339,2.2207,5.2,2.4831,1.2621,civhc_rbp_fy26
CommonSpirit St. Thomas More Hospital,Outpatient,2024,Fremont,Rural,East,1,0,5.2041,2792,2.4156,5.4084,2.891,1.2621,civhc_rbp_fy26
Community Hospital,Inpatient,2022,Mesa,Urban,Grand Junction,0,0,2.2442,230,2.4128,2.4128,1.99,0.0006,civhc_rbp_fy26
Community Hospital,Inpatient/Outpatient Combined,2022,Mesa,Urban,Grand Junction,0,0,3.4986,17637,3.086,3.086,2.3666,0.0162,civhc_rbp_fy26
Community Hospital,Outpatient,2023,Mesa,Urban,Grand Junction,0,0,4.1143,17224,3.7218,3.7218,2.4647,0.2993,civhc_rbp_fy26
Delta Health,Inpatient/Outpatient Combined,2021,Delta,Rural,West,0,0,3.4387,10099,2.2831,3.4387,2.2483,0.5774,civhc_rbp_fy26
Denver Health,Inpatient,2022,Denver,Urban,Denver,0,0,0.7987,1443,2.0119,1.8302,1.99,0.0441,civhc_rbp_fy26
Denver Health,Inpatient,2023,Denver,Urban,Denver,0,0,0.6573,1292,1.941,1.6885,1.9517,0.0051,civhc_rbp_fy26
Dry Creek Surgery Center,Outpatient,2022,Arapahoe,Urban,Denver,0,1,1.1216,158,2.3542,2.5388,2.528,0.437,civhc_rbp_fy26
East Morgan County Hospital,Inpatient/Outpatient Combined,2022,Morgan,Rural,East,1,0,1.9265,2091,2.1472,2.7541,2.3417,0.0081,civhc_rbp_fy26
Endoscopy Center of the Rockies - Boulder,Outpatient,2023,Boulder,Urban,Boulder,0,1,3.3775,1049,2.2475,2.2475,2.4647,0.0022,civhc_rbp_fy26
Endoscopy Center of the Rockies - Boulder,Outpatient,2024,Boulder,Urban,Boulder,0,1,3.2873,1191,2.2621,2.2621,2.524,1.4457,civhc_rbp_fy26
Estes Park Health,Inpatient/Outpatient Combined,2022,Larimer,Urban,Ft. Collins,1,0,1.7334,2918,2.8913,2.8913,2.3666,0.6843,civhc_rbp_fy26
Estes Park Health,Outpatient,2023,Larimer,Urban,Ft. Collins,1,0,1.4463,2458,2.8627,2.8627,2.4647,0.0712,civhc_rbp_fy26
Family Health West,Outpatient,2022,Mesa,Urban,Grand Junction,1,0,1.889,3916,3.2804,3.2804,2.528,0.1016,civhc_rbp_fy26
Focus Hand Surgicenter,Outpatient,2021,Arapahoe,Urban,Denver,0,1,1.9232,476,2.3417,2.5878,2.4991,1.4641,civhc_rbp_fy26
Focus Hand Surgicenter,Outpatient,2023,Arapahoe,Urban,Denver,0,1,1.6717,492,2.2485,2.4517,2.4647,0.0632,civhc_rbp_fy26
Grand Valley Surgical Center,Outpatient,2024,Mesa,Urban,Grand Junction,0,1,1.0186,396,2.9996,2.9996,2.524,0.4108,civhc_rbp_fy26
Greeley Endoscopy Center,Outpatient,2021,Weld,Urban,Greeley,0,1,1.5043,610,3.048,3.048,2.4991,0.3626,civhc_rbp_fy26
Greeley Endoscopy Center,Outpatient,2024,Weld,Urban,Greeley,0,1,1.4222,1000,2.9093,2.9093,2.524,0.0025,civhc_rbp_fy26
Greenwood Ambulatory Surgery Center - Lakewood,Outpatient,2021,Jefferson,Urban,Denver,0,1,3.0096,304,2.3417,2.5164,2.4991,1.2808,civhc_rbp_fy26
Gunnison Valley Hospital,Outpatient,2023,Gunnison,Rural,West,1,0,1.98,7188,2.9891,1.9693,2.8358,0.0044,civhc_rbp_fy26
Harmony Surgery Center,Outpatient,2022,Larimer,Urban,Ft. Collins,0,1,1.3729,4164,2.9914,2.9914,2.528,0.3838,civhc_rbp_fy26
Haxtun Health,Inpatient/Outpatient Combined,2021,Phillips,Rural,East,1,0,1.0091,783,2.1124,1.2897,2.2483,0.02,civhc_rbp_fy26
Haxtun Health,Inpatient/Outpatient Combined,2022,Phillips,Rural,East,1,0,1.1094,616,2.1472,1.3759,2.3417,0.0075,civhc_rbp_fy26
Haxtun Health,Outpatient,2021,Phillips,Rural,East,1,0,0.9869,779,2.3528,1.2474,2.6902,0.02,civhc_rbp_fy26
Haxtun Health,Outpatient,2024,Phillips,Rural,East,1,0,1.0451,431,2.4156,1.2809,2.891,0.0146,civhc_rbp_fy26
Healthone Ridge View Endoscopy Center - Lone Tree,Outpatient,2024,Douglas,Urban,Denver,0,1,2.7992,2449,2.4045,2.3549,2.524,0.6364,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Inpatient,2022,Chaffee,Rural,East,1,0,1.6695,76,1.2105,1.6695,1.6034,0.0007,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Inpatient/Outpatient Combined,2023,Chaffee,Rural,East,1,0,2.4125,8990,2.1433,2.4125,2.4878,0.0855,civhc_rbp_fy26
Heart of the Rockies Regional Medical Center,Outpatient,2024,Chaffee,Rural,East,1,0,2.4954,7983,2.4156,2.4954,2.891,1.4325,civhc_rbp_fy26
Highline South Ambulatory Surgery Center,Outpatient,2022,Arapahoe,Urban,Denver,0,1,1.1024,83,2.3542,2.5388,2.528,0.1548,civhc_rbp_fy26
Intermountain Health Good Samaritan Medical Center,Inpatient,2023,Boulder,Urban,Boulder,0,0,1.7812,3022,1.7876,1.7876,1.9517,0.2663,civhc_rbp_fy26
Intermountain Health Platte Valley Hospital,Outpatient,2022,Adams,Urban,Denver,0,0,3.2255,5309,2.3542,3.2477,2.528,0.0665,civhc_rbp_fy26
Intermountain Health Saint Joseph Hospital,Inpatient/Outpatient Combined,2022,Denver,Urban,Denver,0,0,1.8087,24417,2.284,1.9245,2.3666,0.058,civhc_rbp_fy26
Intermountain Health Saint Joseph Hospital,Inpatient/Outpatient Combined,2024,Denver,Urban,Denver,0,0,1.748,24312,2.3072,1.8564,2.3717,1.0953,civhc_rbp_fy26
Intermountain Health St. Mary's Medical Center,Inpatient,2024,Mesa,Urban,Grand Junction,0,0,2.2227,464,2.2157,2.2157,1.9367,0.4426,civhc_rbp_fy26
Intermountain Health St. Mary's Medical Center,Inpatient/Outpatient Combined,2024,Mesa,Urban,Grand Junction,0,0,3.0119,17925,2.9432,2.9432,2.3717,0.6991,civhc_rbp_fy26
Kaiser Foundation Health Plan of Colorado - Denver,Outpatient,2021,Denver,Urban,Denver,0,1,0.3563,5050,2.3417,1.9352,2.4991,0.0005,civhc_rbp_fy26
Kaiser Foundation Health Plan of Colorado - Denver,Outpatient,2022,Denver,Urban,Denver,0,1,0.348,4967,2.3542,1.8823,2.528,0.0005,civhc_rbp_fy26
Keefe Memorial Hospital,Inpatient/Outpatient Combined,2023,Cheyenne,Rural,East,1,0,4.3779,1567,2.1433,4.3779,2.4878,0.7483,civhc_rbp_fy26
Kit Carson County Health Services District,Inpatient/Outpatient Combined,2022,Kit Carson,Rural,East,1,0,1.4874,1833,2.1472,1.4874,2.3417,0.4774,civhc_rbp_fy26
Kit Carson County Health Services District,Inpatient/Outpatient Combined,2024,Kit Carson,Rural,East,1,0,1.6828,1886,2.2207,1.6828,2.4831,0.4319,civhc_rbp_fy26
Kit Carson County Health Services District,Outpatient,2024,Kit Carson,Rural,East,1,0,1.7225,1883,2.4156,1.7225,2.891,0.4319,civhc_rbp_fy26
Lincoln Health,Inpatient/Outpatient Combined,2022,Lincoln,Rural,East,1,0,1.0459,1534,2.1472,1.0459,2.3417,0.0045,civhc_rbp_fy26
Lincoln Health,Outpatient,2023,Lincoln,Rural,East,1,0,1.0265,1978,2.3176,1.0265,2.8358,0.223,civhc_rbp_fy26
Lone Tree Surgery Center,Outpatient,2022,Douglas,Urban,Denver,0,1,0.9051,834,2.3542,2.204,2.528,0.0056,civhc_rbp_fy26
Lutheran Campus Ambulatory Surgery Center,Outpatient,2023,Jefferson,Urban,Denver,0,1,1.3713,663,2.2485,2.426,2.4647,0.0009,civhc_rbp_fy26
Lutheran Campus Ambulatory Surgery Center,Outpatient,2024,Jefferson,Urban,Denver,0,1,1.4539,555,2.4045,2.5063,2.524,0.2847,civhc_rbp_fy26
Madison Street Surgery Center,Outpatient,2021,Denver,Urban,Denver,0,1,1.3081,336,2.3417,1.9352,2.4991,0.6755,civhc_rbp_fy26
Melissa Memorial Hospital,Inpatient/Outpatient Combined,2022,Phillips,Rural,East,1,0,1.4345,1242,2.1472,1.3759,2.3417,0.0035,civhc_rbp_fy26
Memorial Regional Health,Outpatient,2022,Moffat,Rural,West,0,0,1.7163,2277,2.8235,1.7163,2.7132,0.0405,civhc_rbp_fy26
Middle Park Health - Kremmling,Inpatient/Outpatient Combined,2021,Grand,Rural,West,1,0,1.7875,2396,2.2831,1.7865,2.2483,0.0159,civhc_rbp_fy26
Montrose Regional Health,Outpatient,2021,Montrose,Rural,West,0,0,4.2595,13894,2.7793,3.953,2.6902,0.0981,civhc_rbp_fy26
National Jewish Health,Outpatient,2021,Denver,Urban,Denver,0,0,2.2313,14939,2.3417,1.9352,2.4991,0.5342,civhc_rbp_fy26
National Jewish Health,Outpatient,2022,Denver,Urban,Denver,0,0,2.5762,14113,2.3542,1.8823,2.528,0.2743,civhc_rbp_fy26
North Suburban Medical Center,Inpatient,2021,Adams,Urban,Denver,0,0,1.7028,1009,1.8993,2.2662,1.9401,0.0375,civhc_rbp_fy26
North Suburban Medical Center,Inpatient/Outpatient Combined,2022,Adams,Urban,Denver,0,0,2.4929,9656,2.284,2.858,2.3666,0.0709,civhc_rbp_fy26
North Suburban Medical Center,Inpatient/Outpatient Combined,2023,Adams,Urban,Denver,0,0,2.3125,8816,2.1927,2.6515,2.3251,0.0335,civhc_rbp_fy26
North Suburban Spine Center,Outpatient,2022,Adams,Urban,Denver,0,1,1.5854,245,2.3542,3.2477,2.528,0.0016,civhc_rbp_fy26
Novamed Surgery Center of Denver,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.0406,363,2.4045,2.6401,2.524,0.0448,civhc_rbp_fy26
Orthopaedic and Spine Center of the Rockies - Loveland,Outpatient,2023,Larimer,Urban,Ft. Collins,0,1,2.3129,1207,2.8627,2.8627,2.4647,0.438,civhc_rbp_fy26
Orthopedic Center of Colorado at Iverness,Outpatient,2022,Arapahoe,Urban,Denver,0,1,1.5351,585,2.3542,2.5388,2.528,0.2446,civhc_rbp_fy26
Orthopedic Center of Colorado at Iverness,Outpatient,2023,Arapahoe,Urban,Denver,0,1,1.462,478,2.2485,2.4517,2.4647,0.0405,civhc_rbp_fy26
Pagosa Springs Medical Center,Outpatient,2021,Archuleta,Rural,West,1,0,1.5155,2577,2.7793,1.5155,2.6902,0.2613,civhc_rbp_fy26
Pikes Peak Endoscopy and Surgery Center,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,1.1326,1300,2.5464,2.5524,2.4991,0.6324,civhc_rbp_fy26
Presbyterian/St. Luke's Medical Center,Inpatient,2024,Denver,Urban,Denver,0,0,2.8971,1008,1.9574,1.6515,1.9367,1.3826,civhc_rbp_fy26
Prowers Medical Center,Inpatient/Outpatient Combined,2021,Prowers,Rural,East,1,0,1.7709,3953,2.1124,1.7709,2.2483,0.0041,civhc_rbp_fy26
Red Rocks Surgery Centers,Outpatient,2024,Jefferson,Urban,Denver,0,1,1.6,359,2.4045,2.5063,2.524,1.3983,civhc_rbp_fy26
Research Surgical Center,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,1.2758,525,2.5464,2.5524,2.4991,0.2697,civhc_rbp_fy26
Rio Grande Hospital,Outpatient,2021,Rio Grande,Rural,East,1,0,1.38,1786,2.3528,1.38,2.6902,0.0155,civhc_rbp_fy26
Rio Grande Hospital,Outpatient,2022,Rio Grande,Rural,East,1,0,1.3313,2013,2.3479,1.3313,2.7132,0.0257,civhc_rbp_fy26
River Point Surgery Center,Outpatient,2023,Arapahoe,Urban,Denver,0,1,1.1861,34,2.2485,2.4517,2.4647,0.56,civhc_rbp_fy26
Rose Ambulatory Surgery Center,Outpatient,2024,Denver,Urban,Denver,0,1,1.8074,2093,2.4045,1.9042,2.524,0.8365,civhc_rbp_fy26
STATEWIDE,Inpatient/Outpatient Combined,2022,STATEWIDE,STATEWIDE,STATEWIDE,0,0,2.3633,881385,,,,,civhc_rbp_fy26
STATEWIDE,Inpatient/Outpatient Combined,2023,STATEWIDE,STATEWIDE,STATEWIDE,0,0,2.347,945690,,,,,civhc_rbp_fy26
STATEWIDE,Outpatient,2022,STATEWIDE,STATEWIDE,STATEWIDE,0,0,2.5613,916415,,,,,civhc_rbp_fy26
STATEWIDE,Outpatient,2024,STATEWIDE,STATEWIDE,STATEWIDE,0,0,2.5837,962942,,,,,civhc_rbp_fy26
Saint Joseph East Campus Ambulatory Surgical Center,Outpatient,2021,Denver,Urban,Denver,0,1,1.4813,642,2.3417,1.9352,2.4991,0.0563,civhc_rbp_fy26
Saint Joseph East Campus Ambulatory Surgical Center,Outpatient,2022,Denver,Urban,Denver,0,1,1.5076,692,2.3542,1.8823,2.528,0.0004,civhc_rbp_fy26
San Luis Valley Health,Inpatient/Outpatient Combined,2022,Alamosa,Rural,East,0,0,2.2285,6373,2.1472,2.2285,2.3417,0.0142,civhc_rbp_fy26
San Luis Valley Health,Outpatient,2022,Alamosa,Rural,East,0,0,2.655,6258,2.3479,2.655,2.7132,0.0142,civhc_rbp_fy26
Shady Grove Fertility Colorado Surgery Center,Outpatient,2023,Arapahoe,Urban,Denver,0,1,2.6247,82,2.2485,2.4517,2.4647,0.0028,civhc_rbp_fy26
Sky Ridge Medical Center,Inpatient/Outpatient Combined,2022,Douglas,Urban,Denver,0,0,2.2603,17646,2.284,2.2702,2.3666,0.0011,civhc_rbp_fy26
Sky Ridge Medical Center,Inpatient/Outpatient Combined,2023,Douglas,Urban,Denver,0,0,2.1756,16757,2.1927,2.2619,2.3251,0.0649,civhc_rbp_fy26
Sky Ridge Medical Center,Inpatient/Outpatient Combined,2024,Douglas,Urban,Denver,0,0,2.1609,15902,2.3072,2.3331,2.3717,0.6356,civhc_rbp_fy26
Sky Ridge Medical Center,Outpatient,2021,Douglas,Urban,Denver,0,0,2.9381,13862,2.3417,2.2521,2.4991,0.2129,civhc_rbp_fy26
Sky Ridge Medical Center,Outpatient,2022,Douglas,Urban,Denver,0,0,3.0048,13483,2.3542,2.204,2.528,0.0494,civhc_rbp_fy26
South Denver Musculoskeletal Surgical Partners,Outpatient,2024,Arapahoe,Urban,Denver,0,1,2.0401,901,2.4045,2.6401,2.524,0.3069,civhc_rbp_fy26
Southwest Endoscopy Center,Outpatient,2023,La Plata,Rural,West,0,1,1.6425,363,2.9891,2.9897,2.8358,0.0024,civhc_rbp_fy26
Southwest Health System,Outpatient,2023,Montezuma,Rural,West,1,0,1.8732,2789,2.9891,1.8732,2.8358,0.1034,civhc_rbp_fy26
St. Vincent Health,Outpatient,2023,Lake,Rural,West,1,0,1.071,928,2.9891,1.071,2.8358,0.0023,civhc_rbp_fy26
Sterling Regional MedCenter,Inpatient,2022,Logan,Rural,East,0,0,1.042,88,1.2105,1.042,1.6034,0.0008,civhc_rbp_fy26
Summit View Surgery Center,Outpatient,2024,Arapahoe,Urban,Denver,0,1,1.7178,151,2.4045,2.6401,2.524,0.9406,civhc_rbp_fy26
Surgery Affiliates,Outpatient,2021,El Paso,Urban,Colorado Springs,0,1,1.6109,558,2.5464,2.5524,2.4991,0.0488,civhc_rbp_fy26
Telluride Medical Center,Outpatient,2021,San Miguel,Rural,West,0,0,4.081,186,2.7793,4.081,2.6902,1.763,civhc_rbp_fy26
The Medical Center of Aurora,Inpatient/Outpatient Combined,2024,Arapahoe,Urban,Denver,0,0,2.5181,7119,2.3072,2.652,2.3717,0.2987,civhc_rbp_fy26
The Medical Center of Aurora,Outpatient,2023,Arapahoe,Urban,Denver,0,0,3.5077,5120,2.2485,2.4517,2.4647,0.1069,civhc_rbp_fy26
The Orthopaedic and Spine Center of Southern Colorado,Outpatient,2024,El Paso,Urban,Colorado Springs,0,1,1.5,683,2.5757,2.5887,2.524,0.0223,civhc_rbp_fy26
UCHealth Ambulatory Surgery Center - Longmont,Outpatient,2023,Weld,Urban,Greeley,0,1,0.9962,885,2.9683,2.9683,2.4647,0.0313,civhc_rbp_fy26
UCHealth Broomfield Hospital,Inpatient,2021,Jefferson,Urban,Denver,0,0,1.3064,51,1.8993,2.1562,1.9401,0.0003,civhc_rbp_fy26
UCHealth Broomfield Hospital,Inpatient,2022,Jefferson,Urban,Denver,0,0,1.0093,59,2.0119,2.158,1.99,0.0005,civhc_rbp_fy26
UCHealth Broomfield Hospital,Inpatient/Outpatient Combined,2024,Jefferson,Urban,Denver,0,0,3.4153,5644,2.3072,2.8249,2.3717,0.6911,civhc_rbp_fy26
UCHealth Greeley  Hospital,Inpatient,2023,Weld,Urban,Greeley,0,0,1.735,416,1.8989,1.8989,1.9517,0.0002,civhc_rbp_fy26
UCHealth Greeley  Hospital,Inpatient/Outpatient Combined,2022,Weld,Urban,Greeley,0,0,2.9087,11891,2.5344,2.5344,2.3666,0.0881,civhc_rbp_fy26
UCHealth Greeley  Hospital,Inpatient/Outpatient Combined,2023,Weld,Urban,Greeley,0,0,2.8518,13791,2.623,2.623,2.3251,0.0072,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Inpatient,2024,Weld,Urban,Greeley,0,0,1.9715,492,1.9078,1.9078,1.9367,1.3451,civhc_rbp_fy26
UCHealth Longs Peak Hospital,Outpatient,2022,Weld,Urban,Greeley,0,0,3.2006,15408,2.9279,2.9279,2.528,0.0977,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Inpatient,2021,Larimer,Urban,Ft. Collins,0,0,2.8185,1116,2.4221,2.4221,1.9401,1.3061,civhc_rbp_fy26
UCHealth Medical Center of the Rockies,Outpatient,2023,Larimer,Urban,Ft. Collins,0,0,3.4241,20844,2.8627,2.8627,2.4647,0.0754,civhc_rbp_fy26
UCHealth Parkview Medical Center,Inpatient/Outpatient Combined,2024,Pueblo,Urban,Pueblo,0,0,2.7876,11229,3.0446,3.0446,2.3717,1.4624,civhc_rbp_fy26
UCHealth Pikes Peak Regional Hospital,Inpatient/Outpatient Combined,2023,Teller,Urban,Colorado Springs,1,0,2.0617,5110,2.389,2.0617,2.3251,0.0739,civhc_rbp_fy26
UCHealth Pikes Peak Regional Hospital,Outpatient,2024,Teller,Urban,Colorado Springs,1,0,2.1925,5212,2.5757,2.1925,2.524,0.7568,civhc_rbp_fy26
UCHealth Poudre Valley Hospital,Inpatient,2021,Larimer,Urban,Ft. Collins,0,0,2.4913,1589,2.4221,2.4221,1.9401,0.7435,civhc_rbp_fy26
UCHealth Yampa Valley Medical Center,Inpatient/Outpatient Combined,2024,Routt,Rural,West,0,0,2.6833,16017,2.5642,2.6833,2.4831,1.0588,civhc_rbp_fy26
Vail Health Hospital,Inpatient,2021,Eagle,Rural,West,0,0,1.0826,270,1.5537,1.0826,1.5263,0.0008,civhc_rbp_fy26
Vail Health Hospital,Inpatient,2022,Eagle,Rural,West,0,0,1.2469,254,1.6768,1.2469,1.6034,0.1932,civhc_rbp_fy26
Vail Health Hospital,Inpatient/Outpatient Combined,2022,Eagle,Rural,West,0,0,2.4069,11860,2.3988,2.4069,2.3417,0.7288,civhc_rbp_fy26
Valley View Hospital,Inpatient,2023,Garfield,Rural,West,0,0,2.8294,362,1.7735,2.815,1.6874,0.0005,civhc_rbp_fy26
Weisbrod Memorial County Hospital,Outpatient,2021,Kiowa,Rural,East,1,0,0.8941,739,2.3528,0.8941,2.6902,0.0053,civhc_rbp_fy26
Weisbrod Memorial County Hospital,Outpatient,2023,Kiowa,Rural,East,1,0,0.6519,542,2.3176,0.6519,2.8358,0.4457,civhc_rbp_fy26
Women's Health Surgery Center,Outpatient,2022,Adams,Urban,Denver,0,1,1.22,78,2.3542,3.2477,2.528,1.0085,civhc_rbp_fy26
AdventHealth Avista,Inpatient/Outpatient Combined,2021,Boulder,Urban,Boulder,0,0,1.5681,12202,1.8368,1.8368,2.2969,0.0663,civhc_rbp_fy26
AdventHealth Avista,Inpatient/Outpatient Combined,2023,Boulder,Urban,Boulder,0,0,2.1934,9999,2.0361,2.0361,2.3251,0.0232,civhc_rbp_fy26
AdventHealth Avista,Inpatient/Outpatient Combined,2024,Boulder,Urban,Boulder,0,0,2.1759,9462,2.0548,2.0548,2.3717,0.7125,civhc_rbp_fy26
AdventHealth Littleton,Inpatient,2021,Arapahoe,Urban,Denver,0,0,2.0048,749,1.8993,2.5192,1.9401,0.0012,civhc_rbp_fy26
AdventHealth Parker,Inpatient,2023,Douglas,Urban,Denver,0,0,2.1472,904,1.941,1.886,1.9517,0.1621,civhc_rbp_fy26
AdventHealth Porter,Inpatient,2024,Denver,Urban,Denver,0,0,1.9513,716,1.9574,1.6515,1.9367,0.4573,civhc_rbp_fy26
AdventHealth Porter,Outpatient,2021,Denver,Urban,Denver,0,0,2.2222,15815,2.3417,1.9352,2.4991,0.0122,civhc_rbp_fy26
Animas Surgical Hospital,Outpatient,2021,La Plata,Rural,West,0,0,2.4874,1469,2.7793,2.896,2.6902,0.0152,civhc_rbp_fy26
Animas Surgical Hospital,Outpatient,2023,La Plata,Rural,West,0,0,2.4846,1652,2.9891,2.9897,2.8358,0.0028,civhc_rbp_fy26
Animas Surgical Hospital,Outpatient,2024,La Plata,Rural,West,0,0,2.291,1718,3.0338,2.8762,2.891,1.0287,civhc_rbp_fy26
Arapahoe Surgicenter,Outpatient,2024,Arapahoe,Urban,Denver,0,1,2.957,1455,2.4045,2.6401,2.524,0.0019,civhc_rbp_fy26
Arkansas Valley Regional Medical Center,Outpatient,2023,Otero,Rural,East,1,0,1.9359,3057,2.3176,1.9359,2.8358,0.1708,civhc_rbp_fy26
Ascent Surgery Center,Outpatient,2023,El Paso,Urban,Colorado Springs,0,1,1.0395,288,2.5173,2.5332,2.4647,0.0006,civhc_rbp_fy26
