ccn,dtc_rs_rate,readmission_rsrr,mspb_score,source,source_date
452075,18.74,22.93,1.04,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452079,17.19,21.84,1.02,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452080,10.88,19.98,1.10,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452083,17.91,21.70,0.92,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452086,9.72,22.17,1.02,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452090,15.09,20.20,1.09,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452091,17.61,19.55,0.97,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452094,19.56,21.20,1.01,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452095,23.42,20.02,0.95,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452097,12.45,22.48,1.07,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452100,14.75,22.14,1.13,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452101,26.70,20.29,0.95,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452102,14.85,21.50,0.96,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452105,21.57,20.07,0.78,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452106,14.61,20.63,1.05,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452107,21.37,20.29,0.99,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452108,15.62,21.01,1.08,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452114,20.32,25.62,0.76,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452118,20.03,20.58,1.24,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452121,20.62,18.00,0.92,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
452122,12.89,21.59,1.22,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
462004,14.41,21.91,0.98,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
462005,13.52,19.39,0.98,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
492001,,,,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
492007,24.46,20.16,0.88,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
492008,17.95,19.01,0.95,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
492009,11.70,22.52,0.97,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
492010,28.74,19.83,0.87,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
492012,12.91,18.70,0.98,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
502002,13.66,19.41,0.97,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
512002,16.76,24.55,1.00,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
512003,12.55,24.01,0.93,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
512004,12.97,20.53,0.94,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
512005,18.94,22.50,1.03,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
522005,15.42,20.31,1.01,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
522006,20.81,22.36,0.93,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
522008,21.35,19.71,0.96,CMS Long-Term Care Hospital Compare — General Information + Provider Data,2026-02-13
