ccn,dtc_rs_rate,readmission_rsrr,mspb_score,source,source_date
45T634,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T638,70.82,8.89,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T644,65.17,9.21,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T647,72.36,9.11,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T651,67.73,8.45,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T661,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T668,62.75,8.47,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T669,74.57,9.60,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T670,68.02,9.54,1.16,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T672,66.24,9.77,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T675,67.22,9.56,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T702,72.67,9.58,1.65,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T711,68.20,9.00,1.38,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T718,71.87,7.87,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T747,63.98,8.65,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T775,69.63,9.07,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T788,67.09,9.54,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T801,66.51,9.32,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T809,74.51,7.90,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T862,65.61,8.71,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45T869,71.79,9.37,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA23,64.76,9.49,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA34,64.86,9.84,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA38,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA39,62.99,9.19,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA62,66.38,9.49,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA80,62.30,10.31,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA83,53.79,9.89,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TA94,65.75,10.92,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TB06,66.69,8.77,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
45TB08,62.41,9.50,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
463025,65.62,8.91,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
463027,69.88,8.32,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T001,69.54,7.81,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T004,69.01,8.26,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T005,74.25,7.88,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T009,64.40,8.81,1.18,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T010,65.46,8.19,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T021,73.03,7.61,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T047,65.24,7.91,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46T051,64.69,8.93,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
46TA05,65.63,8.88,1.17,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
47R302,72.25,8.79,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
47T003,61.60,8.75,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493027,66.95,8.79,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493028,70.61,9.16,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493029,77.21,7.45,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493031,71.54,9.66,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493032,69.04,10.70,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493033,73.58,9.46,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493034,74.89,9.14,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
493036,66.87,7.89,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T005,66.50,8.53,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T007,67.09,7.67,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T017,63.26,7.80,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T018,70.21,9.26,0.83,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T021,66.56,9.83,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T024,67.14,8.30,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T032,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T038,68.83,10.03,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T048,70.45,8.99,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T050,69.69,9.79,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T057,73.59,9.56,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T063,74.51,8.53,1.17,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T066,70.81,8.73,1.30,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T075,64.67,9.62,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T107,68.11,8.85,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T112,71.45,8.87,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T114,74.22,8.74,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T118,65.30,11.02,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
49T122,69.65,8.51,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
503025,72.27,8.66,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
503026,71.37,8.53,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
503027,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50R329,71.91,8.88,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50R337,68.73,8.32,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T002,70.53,8.56,0.80,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T008,69.33,8.48,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T015,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T016,69.37,9.15,0.80,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T019,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T025,74.76,8.43,0.85,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T030,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T050,72.55,9.30,0.79,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T051,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T064,57.13,8.03,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T079,72.48,8.89,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T108,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
50T124,71.96,8.38,0.80,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513025,49.11,10.16,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513026,69.66,11.27,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513027,63.88,12.67,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513028,72.25,10.35,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
513030,69.48,10.18,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T001,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T012,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T022,72.41,9.83,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T023,65.18,8.19,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
51T048,69.01,8.77,1.24,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523025,60.80,9.27,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523027,77.00,9.38,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523028,73.56,8.91,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523029,69.64,10.71,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523031,68.70,9.41,1.32,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523032,71.33,8.70,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523033,67.62,8.47,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
523034,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T009,61.08,9.16,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T030,70.62,8.88,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T037,68.11,8.86,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T049,67.49,8.46,0.81,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T075,68.13,8.74,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T087,62.96,8.89,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T088,63.80,9.11,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T096,70.25,8.69,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T136,60.01,8.54,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T138,71.79,9.11,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T160,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T177,62.49,7.86,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T193,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52T206,65.56,9.70,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52TA05,,,1.17,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
52TA08,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
533027,70.17,9.55,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
53T014,70.30,8.86,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
53T015,68.20,9.12,0.83,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673025,67.80,9.23,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673027,66.20,10.05,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673029,70.19,9.55,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673030,66.07,9.51,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673031,68.38,9.14,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673032,70.45,9.08,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673034,75.64,10.44,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673035,68.85,9.88,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673036,67.54,10.88,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673038,69.54,8.41,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673039,74.82,10.85,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673041,59.64,9.88,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673042,72.75,10.73,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673043,67.73,9.80,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673044,71.10,10.68,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673045,68.61,9.00,1.19,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673046,74.52,8.97,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673048,70.63,10.74,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673049,72.76,10.55,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673050,72.51,9.95,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673052,73.49,10.84,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673053,68.96,8.58,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673054,71.78,10.04,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673055,60.96,10.46,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673056,62.42,11.10,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673057,64.23,8.80,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673058,68.11,9.05,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673059,74.09,9.09,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673060,69.76,10.39,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673061,69.05,10.96,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673062,72.06,9.27,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673063,67.17,8.45,1.14,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673065,73.79,10.52,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673066,75.80,10.29,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673067,67.08,9.72,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673068,68.04,10.27,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673069,70.33,9.79,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673070,71.14,10.10,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673071,76.05,10.63,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673072,60.49,9.37,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673073,67.74,11.04,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673074,68.68,7.43,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673075,61.35,9.38,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673076,70.56,10.31,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673077,69.71,10.31,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673078,71.72,8.70,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673079,73.83,8.42,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673080,66.58,7.89,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673081,66.43,10.11,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673083,74.10,9.57,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673088,65.35,10.07,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673089,71.27,10.17,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
673096,69.59,10.07,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
67T055,64.07,8.14,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
67T347,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
713025,77.43,9.25,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
713026,61.25,9.75,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
713028,66.57,10.41,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
713029,60.92,9.14,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
743025,66.27,9.26,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
743027,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
743028,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
743030,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
743031,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
