ccn,dtc_rs_rate,readmission_rsrr,mspb_score,source,source_date
10T243,73.07,8.95,1.18,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T246,64.05,10.11,1.17,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T248,60.79,10.02,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T254,65.99,10.11,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T256,68.60,10.13,1.27,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T258,68.42,7.76,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T286,64.72,9.89,1.19,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T288,66.34,8.25,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T290,70.79,7.75,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10T307,67.18,10.56,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10TA09,58.62,10.28,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10TA10,63.83,9.51,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10TA15,62.06,9.87,1.16,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10TA20,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10TA24,64.02,8.90,1.16,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10TA25,63.31,9.42,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
10TA27,67.01,10.64,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113028,63.99,9.07,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113029,65.15,8.86,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113030,67.26,10.16,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113031,69.34,9.15,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113032,71.65,9.86,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113033,71.09,10.30,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113034,75.34,10.52,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113035,70.77,9.71,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113036,72.29,10.43,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113037,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113038,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
113039,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T003,63.36,8.86,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T006,71.52,9.51,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T007,67.16,9.34,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T010,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T024,68.09,8.40,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T032,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T035,74.08,8.60,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T038,69.99,8.49,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T054,70.47,8.38,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T076,60.12,9.78,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T079,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T087,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T122,71.18,9.77,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T125,74.21,8.59,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T143,72.35,8.40,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T164,66.66,9.42,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T165,65.97,9.15,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T168,70.01,9.85,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T177,69.18,9.09,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T192,77.58,8.63,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T198,73.82,9.49,1.15,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
11T252,62.60,9.52,1.33,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
123025,69.69,6.91,0.83,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
133027,73.68,7.10,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
133028,69.50,8.72,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
13T002,67.77,9.07,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
13T003,65.00,8.75,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
13T006,69.35,8.06,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
13T018,68.72,8.80,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
13T028,72.33,8.78,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143025,70.00,8.31,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143026,65.95,7.86,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143027,63.00,8.74,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143028,68.63,9.71,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143029,66.23,10.99,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143030,71.62,8.89,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143031,69.10,10.03,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
143032,64.81,9.30,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T007,63.33,11.22,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T008,65.27,10.03,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T011,63.67,9.83,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T013,60.42,8.20,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T015,65.04,8.60,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T029,67.44,8.09,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T046,65.51,9.02,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T054,63.38,8.70,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T065,70.87,8.89,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T082,55.85,9.69,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T091,64.98,8.91,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T113,62.97,9.57,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T114,62.84,9.57,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T116,66.59,7.98,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T117,67.22,8.38,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T127,67.47,10.11,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T135,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T148,73.25,7.98,0.84,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T150,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T158,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T166,,,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T172,61.30,9.15,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T180,62.23,8.72,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T182,63.88,8.92,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T186,67.18,9.18,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T191,66.76,9.70,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T208,68.80,8.15,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T213,79.31,10.08,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T217,65.98,8.68,1.17,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T223,75.14,8.90,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T239,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T252,67.09,9.00,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14T258,70.01,9.15,1.25,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14TA13,69.64,8.68,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
14TA15,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153025,68.15,10.71,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153028,62.87,10.50,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153030,66.11,9.83,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153042,64.91,10.98,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153043,66.79,8.43,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153044,63.19,9.40,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153045,63.84,8.81,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153046,68.22,9.84,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153047,70.16,9.25,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153048,67.74,9.67,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153049,67.83,9.21,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
153050,72.83,9.51,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T002,63.77,9.81,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T008,67.89,9.50,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T010,69.49,9.07,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T011,66.66,9.30,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T021,63.68,9.58,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T023,63.37,9.20,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T034,69.32,10.33,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T035,63.00,8.96,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T042,63.09,8.03,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T046,61.67,9.45,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T048,62.25,8.41,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T058,72.35,8.81,0.85,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T059,65.11,8.34,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T061,58.71,9.63,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T088,69.80,8.28,0.86,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T089,64.01,8.70,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T090,62.44,9.95,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T100,66.03,9.08,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T109,62.44,10.01,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T115,59.72,8.66,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T126,64.16,8.58,1.23,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
15T162,61.20,9.91,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
163025,71.38,7.25,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
163026,67.45,9.63,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
163027,71.22,8.22,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T030,70.52,8.03,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T033,63.98,9.59,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T045,63.10,8.81,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T057,68.17,8.14,0.80,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T064,57.93,9.13,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T067,62.83,9.30,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T069,64.18,8.86,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T079,69.43,9.12,0.87,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T082,65.87,8.56,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T089,63.43,9.05,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T110,59.39,9.45,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T117,58.94,9.33,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
16T153,62.74,10.81,0.86,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173025,68.22,9.88,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173026,66.70,9.31,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173028,63.16,8.39,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173032,63.92,9.58,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173033,63.00,9.70,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173034,65.09,10.13,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
173035,66.14,9.43,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17R384,59.79,8.51,1.08,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T006,67.81,8.85,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T012,70.55,9.68,0.88,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T013,65.44,9.13,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T016,64.61,7.89,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T020,68.14,8.21,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T023,62.97,9.84,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T040,69.56,8.94,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T103,64.21,9.15,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T120,70.90,8.52,0.78,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T123,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T137,65.11,9.24,0.81,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T142,71.31,8.66,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T182,67.23,8.37,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
17T185,65.60,8.72,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183026,68.02,10.05,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183027,66.00,10.88,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183028,67.41,11.00,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183029,53.57,11.26,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183030,58.67,9.61,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183032,62.95,9.97,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
183033,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T009,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T018,66.08,8.86,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T027,65.12,10.18,0.89,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T029,67.41,8.98,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T038,67.36,8.91,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T040,66.99,8.09,0.94,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T044,61.24,11.26,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T056,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T080,63.44,9.09,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T093,67.87,9.08,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T102,64.64,8.82,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
18T132,66.73,8.44,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193028,62.83,9.59,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193031,65.14,9.95,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193044,67.61,10.20,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193050,65.11,11.91,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193058,53.51,9.29,1.12,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193067,58.84,10.52,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193069,58.06,9.43,1.16,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193070,60.55,8.68,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193074,53.43,9.51,1.17,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193078,55.95,9.95,1.23,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193079,53.99,10.30,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193080,58.83,8.86,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193086,66.49,10.09,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193090,56.30,8.81,1.11,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193092,,,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193093,64.98,9.72,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193094,48.65,10.18,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193096,63.91,9.23,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193097,59.35,9.14,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
193099,69.04,8.32,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T002,65.43,9.23,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T004,65.62,8.49,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T008,69.97,8.67,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T014,67.22,9.10,1.27,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T019,67.22,9.46,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T020,64.17,9.50,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T025,68.71,8.95,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T027,67.64,9.98,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T039,65.35,9.70,0.98,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T041,68.97,8.97,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T046,69.56,8.34,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T054,70.61,8.71,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T060,74.02,8.46,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T064,73.03,9.12,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T065,67.69,9.48,1.07,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T086,,,,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T111,64.13,8.55,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T125,59.30,9.68,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T140,60.82,9.12,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T144,60.60,8.95,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T160,64.24,9.37,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T164,62.94,9.26,1.06,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T167,60.68,9.34,1.10,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T176,66.93,8.79,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19T190,58.49,9.52,1.09,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19TA10,58.07,9.60,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19TA28,61.21,9.26,0.99,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19TA35,61.41,9.09,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19TA43,56.30,9.93,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19TA48,64.60,8.73,1.02,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
19TA57,65.23,9.58,0.97,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
203025,75.43,8.56,0.92,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
20T018,64.07,8.97,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
20T024,66.95,8.91,0.90,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
213028,71.47,9.53,0.93,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
213029,66.11,9.70,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
213030,71.38,11.07,0.91,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
223026,71.95,10.29,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
223027,70.29,11.16,1.03,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
223029,69.79,9.08,0.95,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
223030,75.31,9.34,1.01,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
223032,57.88,8.89,1.00,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
223034,61.23,8.63,1.04,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
22T046,58.54,8.68,1.05,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
22T065,67.17,10.32,0.96,CMS Inpatient Rehabilitation Facility Compare — General Information + Provider Data,2026-02-13
